USN,Status,Details,SupplementaryDataStatus
4AL22CS155,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS156,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS157,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS158,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS159,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS160,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS161,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS162,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS163,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS164,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS165,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS166,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS167,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS168,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS169,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS170,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS171,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS172,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS173,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS174,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS175,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS176,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS177,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS178,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS179,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS180,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS181,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS182,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS183,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS184,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS185,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS186,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS187,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS188,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS189,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS190,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL23CS400,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS401,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS402,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS403,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS404,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS405,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS406,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS407,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS408,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS409,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS410,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS411,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
4AL23CS412,SUCCESS,"Student imported successfully","Present Address: Success, Permanent Address: Success, Entrance Exam: Success, SSLC: Success, PUC: Success"
