USN,Status,Details,SupplementaryDataStatus
4AL22CS011,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS012,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS013,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS014,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS015,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS016,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS017,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS018,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS019,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS020,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS021,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS022,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS023,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS024,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS025,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS026,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS027,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS028,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS029,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS030,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS031,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS032,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS033,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS034,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS035,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS036,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS037,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS038,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS039,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS040,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS041,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS042,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS043,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS044,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS045,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS046,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS047,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS048,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS049,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS050,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS051,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS052,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS053,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS055,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS056,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS057,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS058,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS059,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS060,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS061,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS063,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS064,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS065,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS066,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS067,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS068,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS069,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS070,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS071,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS072,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS073,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS074,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS075,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS076,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS077,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS078,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
4AL22CS079,FAILED,"Error: 
Invalid `prisma.user.create()` invocation in
C:\Users\dell5\Desktop\ERP\ERP\backend\scripts\import2022BatchStudents.ts:176:45

  173 // Create new user
  174 const passwordHash = await bcrypt.hash(DEFAULT_PASSWORD, 10);
  175 
→ 176 const newUser = await prisma.user.create(
Unique constraint failed on the constraint: `User_username_key`","Not attempted"
